market,latitude,longitude,year,month,temperature_mean,rainfall_monthly,humidity_mean
T.Puram,8.51,76.96,2001,3,29.04,0.12,66.56
T.Puram,8.51,76.96,2001,4,28.08,8.23,78.33
T.Puram,8.51,76.96,2001,5,27.53,6.22,85.22
T.Puram,8.51,76.96,2001,6,26.57,10.16,86.99
T.Puram,8.51,76.96,2001,7,25.47,10.13,90.72
T.Puram,8.51,76.96,2001,8,25.68,5.73,90.19
T.Puram,8.51,76.96,2001,9,25.85,15.21,88.16
T.Puram,8.51,76.96,2001,10,25.84,7.69,88.44
T.Puram,8.51,76.96,2001,11,25.95,4.84,83.79
T.Puram,8.51,76.96,2001,12,25.21,1.14,81.56
T.Puram,8.51,76.96,2002,1,26.38,0.09,72.72
T.Puram,8.51,76.96,2002,2,27.94,0.68,65.82
T.Puram,8.51,76.96,2002,3,29.03,1.26,65.3
T.Puram,8.51,76.96,2002,4,29.17,2.56,71.43
T.Puram,8.51,76.96,2002,5,28.07,8.77,82.56
T.Puram,8.51,76.96,2002,6,26.91,5.72,85.88
T.Puram,8.51,76.96,2002,7,26.62,2.32,84.52
T.Puram,8.51,76.96,2002,8,25.87,4.15,87.87
T.Puram,8.51,76.96,2002,9,26.97,1.15,79.55
T.Puram,8.51,76.96,2002,10,26.27,15.42,86.19
T.Puram,8.51,76.96,2002,11,26.15,7.4,84.78
T.Puram,8.51,76.96,2002,12,25.37,0.15,78.89
T.Puram,8.51,76.96,2003,1,26.35,0.35,71.48
T.Puram,8.51,76.96,2003,2,27.98,4.23,69.78
T.Puram,8.51,76.96,2003,3,28.79,2.55,68.68
T.Puram,8.51,76.96,2003,4,29.23,2.0,72.4
T.Puram,8.51,76.96,2003,5,28.61,2.82,79.31
T.Puram,8.51,76.96,2003,6,27.19,8.35,83.2
T.Puram,8.51,76.96,2003,7,26.05,4.87,88.1
T.Puram,8.51,76.96,2003,8,26.32,4.01,87.39
T.Puram,8.51,76.96,2003,9,26.65,0.66,84.08
T.Puram,8.51,76.96,2003,10,26.41,16.55,86.59
T.Puram,8.51,76.96,2003,11,25.99,3.88,84.88
T.Puram,8.51,76.96,2003,12,25.5,0.37,78.02
T.Puram,8.51,76.96,2004,1,26.99,0.13,68.33
T.Puram,8.51,76.96,2004,2,28.37,0.13,60.91
T.Puram,8.51,76.96,2004,3,29.44,1.14,65.47
T.Puram,8.51,76.96,2004,4,28.92,3.49,74.87
T.Puram,8.51,76.96,2004,5,27.14,16.95,87.37
T.Puram,8.51,76.96,2004,6,26.25,9.23,88.72
T.Puram,8.51,76.96,2004,7,25.51,8.7,90.41
T.Puram,8.51,76.96,2004,8,25.69,4.35,89.14
T.Puram,8.51,76.96,2004,9,25.58,10.96,88.93
T.Puram,8.51,76.96,2004,10,26.15,8.4,87.82
T.Puram,8.51,76.96,2004,11,25.97,3.92,84.72
T.Puram,8.51,76.96,2004,12,25.22,0.6,79.62
T.Puram,8.51,76.96,2005,1,26.71,0.43,69.67
T.Puram,8.51,76.96,2005,2,28.45,0.01,62.55
T.Puram,8.51,76.96,2005,3,29.25,0.71,66.35
T.Puram,8.51,76.96,2005,4,27.87,9.91,81.97
T.Puram,8.51,76.96,2005,5,28.46,6.05,80.27
T.Puram,8.51,76.96,2005,6,26.85,10.11,88.58
T.Puram,8.51,76.96,2005,7,25.74,8.51,91.26
T.Puram,8.51,76.96,2005,8,26.19,1.94,87.97
T.Puram,8.51,76.96,2005,9,25.82,7.26,89.34
T.Puram,8.51,76.96,2005,10,26.22,7.98,87.29
T.Puram,8.51,76.96,2005,11,25.63,12.35,85.5
T.Puram,8.51,76.96,2005,12,25.48,3.26,83.9
T.Puram,8.51,76.96,2006,1,24.98,0.96,79.97
T.Puram,8.51,76.96,2006,2,26.96,0.01,66.91
T.Puram,8.51,76.96,2006,3,28.51,2.24,72.08
T.Puram,8.51,76.96,2006,4,28.62,2.36,74.79
T.Puram,8.51,76.96,2006,5,27.77,8.34,81.51
T.Puram,8.51,76.96,2006,6,26.64,7.41,86.97
T.Puram,8.51,76.96,2006,7,25.78,6.22,91.31
T.Puram,8.51,76.96,2006,8,25.87,4.44,88.58
T.Puram,8.51,76.96,2006,9,25.81,13.81,88.74
T.Puram,8.51,76.96,2006,10,26.07,18.3,86.72
T.Puram,8.51,76.96,2006,11,26.02,10.4,86.37
T.Puram,8.51,76.96,2006,12,24.86,0.12,82.97
T.Puram,8.51,76.96,2007,1,25.39,0.04,75.74
T.Puram,8.51,76.96,2007,2,27.12,0.07,67.39
T.Puram,8.51,76.96,2007,3,29.25,0.06,64.38
T.Puram,8.51,76.96,2007,4,28.74,6.5,75.46
T.Puram,8.51,76.96,2007,5,28.14,6.06,80.54
T.Puram,8.51,76.96,2007,6,26.75,11.53,87.76
T.Puram,8.51,76.96,2007,7,25.74,11.25,90.87
T.Puram,8.51,76.96,2007,8,25.66,5.44,90.04
T.Puram,8.51,76.96,2007,9,25.93,9.49,89.19
T.Puram,8.51,76.96,2007,10,25.84,9.92,86.61
T.Puram,8.51,76.96,2007,11,25.88,6.67,80.96
T.Puram,8.51,76.96,2007,12,25.16,0.34,81.33
T.Puram,8.51,76.96,2008,1,25.98,0.0,71.65
T.Puram,8.51,76.96,2008,2,27.98,0.7,66.39
T.Puram,8.51,76.96,2008,3,27.09,10.31,76.22
T.Puram,8.51,76.96,2008,4,27.28,5.75,83.81
T.Puram,8.51,76.96,2008,5,27.35,3.82,84.11
T.Puram,8.51,76.96,2008,6,26.52,4.2,87.02
T.Puram,8.51,76.96,2008,7,25.78,7.95,88.79
T.Puram,8.51,76.96,2008,8,25.69,5.82,88.69
T.Puram,8.51,76.96,2008,9,26.13,5.94,86.15
T.Puram,8.51,76.96,2008,10,26.46,11.17,84.01
T.Puram,8.51,76.96,2008,11,26.42,8.31,81.26
T.Puram,8.51,76.96,2008,12,25.19,0.56,80.74
T.Puram,8.51,76.96,2009,1,25.55,0.1,72.0
T.Puram,8.51,76.96,2009,2,27.43,0.0,64.76
T.Puram,8.51,76.96,2009,3,29.08,2.09,67.15
T.Puram,8.51,76.96,2009,4,29.24,1.31,72.14
T.Puram,8.51,76.96,2009,5,28.09,6.54,81.41
T.Puram,8.51,76.96,2009,6,26.44,7.56,88.02
T.Puram,8.51,76.96,2009,7,25.66,7.06,89.81
T.Puram,8.51,76.96,2009,8,26.1,3.05,87.63
T.Puram,8.51,76.96,2009,9,26.06,6.37,88.61
T.Puram,8.51,76.96,2009,10,26.74,3.67,81.13
T.Puram,8.51,76.96,2009,11,26.34,12.17,83.58
T.Puram,8.51,76.96,2009,12,26.21,1.23,80.38
T.Puram,8.51,76.96,2010,1,26.28,3.28,73.87
T.Puram,8.51,76.96,2010,2,27.88,0.01,65.18
T.Puram,8.51,76.96,2010,3,29.47,1.16,67.02
T.Puram,8.51,76.96,2010,4,29.22,3.93,75.54
T.Puram,8.51,76.96,2010,5,28.63,5.49,81.75
T.Puram,8.51,76.96,2010,6,26.93,8.04,86.2
T.Puram,8.51,76.96,2010,7,25.93,6.87,87.58
T.Puram,8.51,76.96,2010,8,25.63,3.33,90.5
T.Puram,8.51,76.96,2010,9,25.98,4.85,86.87
T.Puram,8.51,76.96,2010,10,25.96,12.29,86.52
T.Puram,8.51,76.96,2010,11,25.8,8.95,85.4
T.Puram,8.51,76.96,2010,12,25.16,5.13,82.57
T.Puram,8.51,76.96,2011,1,25.23,0.62,79.68
T.Puram,8.51,76.96,2011,2,26.61,3.41,71.66
T.Puram,8.51,76.96,2011,3,28.5,0.14,68.7
T.Puram,8.51,76.96,2011,4,28.3,4.35,75.39
T.Puram,8.51,76.96,2011,5,28.05,1.81,77.94
T.Puram,8.51,76.96,2011,6,26.85,7.48,86.58
T.Puram,8.51,76.96,2011,7,25.85,3.44,87.17
T.Puram,8.51,76.96,2011,8,26.09,3.62,84.92
T.Puram,8.51,76.96,2011,9,26.25,3.93,85.2
T.Puram,8.51,76.96,2011,10,26.96,4.89,79.4
T.Puram,8.51,76.96,2011,11,26.57,7.3,78.91
T.Puram,8.51,76.96,2011,12,25.8,7.61,78.87
T.Puram,8.51,76.96,2012,1,26.16,0.17,70.1
T.Puram,8.51,76.96,2012,2,27.77,0.29,64.98
T.Puram,8.51,76.96,2012,3,28.86,1.04,67.54
T.Puram,8.51,76.96,2012,4,28.5,4.91,76.35
T.Puram,8.51,76.96,2012,5,27.83,2.51,81.12
T.Puram,8.51,76.96,2012,6,27.06,3.45,82.72
T.Puram,8.51,76.96,2012,7,26.69,4.46,85.15
T.Puram,8.51,76.96,2012,8,26.32,5.23,84.48
T.Puram,8.51,76.96,2012,9,26.59,2.59,84.1
T.Puram,8.51,76.96,2012,10,26.77,6.86,82.46
T.Puram,8.51,76.96,2012,11,26.58,4.37,78.69
T.Puram,8.51,76.96,2012,12,26.63,1.8,76.12
T.Puram,8.51,76.96,2013,1,27.38,0.15,66.19
T.Puram,8.51,76.96,2013,2,28.13,1.66,64.97
T.Puram,8.51,76.96,2013,3,29.17,2.58,66.66
T.Puram,8.51,76.96,2013,4,29.19,2.01,72.67
T.Puram,8.51,76.96,2013,5,28.24,3.56,79.84
T.Puram,8.51,76.96,2013,6,26.32,14.71,88.65
T.Puram,8.51,76.96,2013,7,25.44,7.43,90.83
T.Puram,8.51,76.96,2013,8,25.42,4.3,91.18
T.Puram,8.51,76.96,2013,9,25.82,5.42,88.1
T.Puram,8.51,76.96,2013,10,26.12,6.36,85.09
T.Puram,8.51,76.96,2013,11,26.52,8.71,80.82
T.Puram,8.51,76.96,2013,12,25.77,1.25,77.51
T.Puram,8.51,76.96,2014,1,26.52,1.19,70.23
T.Puram,8.51,76.96,2014,2,27.9,0.52,64.26
T.Puram,8.51,76.96,2014,3,29.09,0.94,63.64
T.Puram,8.51,76.96,2014,4,28.85,3.99,75.86
T.Puram,8.51,76.96,2014,5,28.18,7.19,83.09
T.Puram,8.51,76.96,2014,6,27.29,4.34,86.13
T.Puram,8.51,76.96,2014,7,26.33,4.68,88.17
T.Puram,8.51,76.96,2014,8,25.84,14.11,87.88
T.Puram,8.51,76.96,2014,9,26.23,5.74,88.0
T.Puram,8.51,76.96,2014,10,26.35,12.05,85.73
T.Puram,8.51,76.96,2014,11,26.06,4.29,83.29
T.Puram,8.51,76.96,2014,12,25.64,2.95,83.32
T.Puram,8.51,76.96,2015,1,25.7,0.08,74.57
T.Puram,8.51,76.96,2015,2,27.53,0.04,65.32
T.Puram,8.51,76.96,2015,3,29.11,1.27,66.22
T.Puram,8.51,76.96,2015,4,28.59,8.25,74.83
T.Puram,8.51,76.96,2015,5,27.9,9.85,83.9
T.Puram,8.51,76.96,2015,6,27.07,10.16,87.22
T.Puram,8.51,76.96,2015,7,26.21,2.17,89.77
T.Puram,8.51,76.96,2015,8,26.35,1.99,88.52
T.Puram,8.51,76.96,2015,9,26.46,7.5,87.58
T.Puram,8.51,76.96,2015,10,26.8,11.36,84.05
T.Puram,8.51,76.96,2015,11,26.41,10.49,84.63
T.Puram,8.51,76.96,2015,12,26.01,5.54,85.07
T.Puram,8.51,76.96,2016,1,25.59,0.02,79.04
T.Puram,8.51,76.96,2016,2,27.53,1.17,70.77
T.Puram,8.51,76.96,2016,3,29.62,0.95,68.02
T.Puram,8.51,76.96,2016,4,29.91,1.95,72.82
T.Puram,8.51,76.96,2016,5,28.62,9.28,80.63
T.Puram,8.51,76.96,2016,6,26.87,10.01,87.6
T.Puram,8.51,76.96,2016,7,25.86,4.11,90.31
T.Puram,8.51,76.96,2016,8,26.05,1.8,87.83
T.Puram,8.51,76.96,2016,9,26.09,0.59,85.07
T.Puram,8.51,76.96,2016,10,26.82,2.61,78.11
T.Puram,8.51,76.96,2016,11,27.08,4.57,74.95
T.Puram,8.51,76.96,2016,12,27.3,0.76,69.82
T.Puram,8.51,76.96,2017,1,27.34,0.44,64.13
T.Puram,8.51,76.96,2017,2,27.99,0.02,59.91
T.Puram,8.51,76.96,2017,3,28.62,2.97,70.04
T.Puram,8.51,76.96,2017,4,28.97,1.78,76.38
T.Puram,8.51,76.96,2017,5,28.54,5.75,79.36
T.Puram,8.51,76.96,2017,6,26.94,8.84,87.15
T.Puram,8.51,76.96,2017,7,26.41,2.19,87.75
T.Puram,8.51,76.96,2017,8,26.03,4.12,89.35
T.Puram,8.51,76.96,2017,9,26.17,8.93,88.75
T.Puram,8.51,76.96,2017,10,26.57,6.07,86.51
T.Puram,8.51,76.96,2017,11,26.37,11.52,82.68
T.Puram,8.51,76.96,2017,12,25.75,3.02,81.6
T.Puram,8.51,76.96,2018,1,26.06,0.14,72.13
T.Puram,8.51,76.96,2018,2,27.9,0.41,64.01
T.Puram,8.51,76.96,2018,3,29.01,1.29,67.69
T.Puram,8.51,76.96,2018,4,29.18,2.9,74.39
T.Puram,8.51,76.96,2018,5,27.99,6.22,81.71
T.Puram,8.51,76.96,2018,6,26.65,9.63,89.32
T.Puram,8.51,76.96,2018,7,25.66,8.63,91.42
T.Puram,8.51,76.96,2018,8,25.23,10.98,92.09
T.Puram,8.51,76.96,2018,9,25.81,2.86,87.89
T.Puram,8.51,76.96,2018,10,26.56,9.36,83.57
T.Puram,8.51,76.96,2018,11,26.48,5.58,82.08
T.Puram,8.51,76.96,2018,12,26.6,0.75,78.14
T.Puram,8.51,76.96,2019,1,26.55,0.0,65.54
T.Puram,8.51,76.96,2019,2,28.77,0.19,65.03
T.Puram,8.51,76.96,2019,3,29.88,0.63,63.48
T.Puram,8.51,76.96,2019,4,29.94,2.87,71.07
T.Puram,8.51,76.96,2019,5,28.98,2.81,77.73
T.Puram,8.51,76.96,2019,6,27.74,7.15,85.06
T.Puram,8.51,76.96,2019,7,26.48,4.71,87.17
T.Puram,8.51,76.96,2019,8,26.27,10.82,87.38
T.Puram,8.51,76.96,2019,9,26.51,8.99,87.29
T.Puram,8.51,76.96,2019,10,26.45,12.14,84.47
T.Puram,8.51,76.96,2019,11,27.11,6.12,83.47
T.Puram,8.51,76.96,2019,12,26.3,1.76,83.97
T.Puram,8.51,76.96,2020,1,26.6,1.3,75.95
T.Puram,8.51,76.96,2020,2,28.42,0.37,65.94
T.Puram,8.51,76.96,2020,3,29.82,0.84,64.68
T.Puram,8.51,76.96,2020,4,30.11,3.04,68.88
T.Puram,8.51,76.96,2020,5,28.54,10.34,82.48
T.Puram,8.51,76.96,2020,6,27.03,7.83,86.83
T.Puram,8.51,76.96,2020,7,26.01,5.93,89.03
T.Puram,8.51,76.96,2020,8,26.11,5.44,89.24
T.Puram,8.51,76.96,2020,9,26.2,15.37,88.62
T.Puram,8.51,76.96,2020,10,26.13,4.75,87.66
T.Puram,8.51,76.96,2020,11,26.87,6.35,82.44
T.Puram,8.51,76.96,2020,12,26.03,1.81,81.79
T.Puram,8.51,76.96,2021,1,25.84,7.46,82.41
T.Puram,8.51,76.96,2021,2,26.74,0.17,71.27
T.Puram,8.51,76.96,2021,3,28.46,2.14,68.88
T.Puram,8.51,76.96,2021,4,28.66,3.88,76.09
T.Puram,8.51,76.96,2021,5,27.77,20.24,84.34
T.Puram,8.51,76.96,2021,6,26.94,3.78,88.1
T.Puram,8.51,76.96,2021,7,26.29,6.75,89.55
T.Puram,8.51,76.96,2021,8,25.99,5.17,88.51
T.Puram,8.51,76.96,2021,9,26.37,7.08,88.9
T.Puram,8.51,76.96,2021,10,26.43,14.25,87.57
T.Puram,8.51,76.96,2021,11,26.05,15.09,86.92
T.Puram,8.51,76.96,2021,12,25.76,2.16,82.65
T.Puram,8.51,76.96,2022,1,26.07,6.07,80.04
T.Puram,8.51,76.96,2022,2,27.4,1.08,69.86
T.Puram,8.51,76.96,2022,3,28.87,1.48,67.52
T.Puram,8.51,76.96,2022,4,28.53,6.84,77.19
T.Puram,8.51,76.96,2022,5,27.43,7.78,86.25
T.Puram,8.51,76.96,2022,6,26.55,4.6,87.06
T.Puram,8.51,76.96,2022,7,25.78,5.01,88.93
T.Puram,8.51,76.96,2022,8,25.57,7.29,89.51
T.Puram,8.51,76.96,2022,9,25.93,2.39,87.57
T.Puram,8.51,76.96,2022,10,26.26,6.52,85.23
T.Puram,8.51,76.96,2022,11,26.24,5.45,80.24
T.Puram,8.51,76.96,2022,12,26.48,3.06,79.46
T.Puram,8.51,76.96,2023,1,26.37,0.82,68.1
T.Puram,8.51,76.96,2023,2,27.67,0.38,62.73
T.Puram,8.51,76.96,2023,3,29.17,0.86,65.88
T.Puram,8.51,76.96,2023,4,29.66,2.53,69.82
T.Puram,8.51,76.96,2023,5,28.69,4.91,78.96
T.Puram,8.51,76.96,2023,6,27.89,3.89,82.37
T.Puram,8.51,76.96,2023,7,26.54,5.19,87.73
T.Puram,8.51,76.96,2023,8,27.13,1.25,82.95
T.Puram,8.51,76.96,2023,9,26.88,10.8,84.49
T.Puram,8.51,76.96,2023,10,26.99,14.38,84.48
T.Puram,8.51,76.96,2023,11,27.12,8.24,83.07
T.Puram,8.51,76.96,2023,12,26.61,6.95,85.22
T.Puram,8.51,76.96,2024,1,26.21,0.81,80.62
T.Puram,8.51,76.96,2024,2,28.13,0.13,70.67
T.Puram,8.51,76.96,2024,3,30.17,1.01,62.32
T.Puram,8.51,76.96,2024,4,30.65,2.01,70.23
T.Puram,8.51,76.96,2024,5,28.9,14.33,81.17
T.Puram,8.51,76.96,2024,6,27.25,8.63,88.76
T.Puram,8.51,76.96,2024,7,26.55,6.59,90.65
T.Puram,8.51,76.96,2024,8,26.19,6.17,90.4
T.Puram,8.51,76.96,2024,9,26.86,4.12,88.52
T.Puram,8.51,76.96,2024,10,26.83,9.03,87.03
T.Puram,8.51,76.96,2024,11,26.97,5.71,82.47
T.Puram,8.51,76.96,2024,12,26.84,2.4,80.98
T.Puram,8.51,76.96,2025,1,26.48,0.92,74.23
T.Puram,8.51,76.96,2025,2,28.16,0.19,64.79
T.Puram,8.51,76.96,2025,3,29.2,3.56,70.35
T.Puram,8.51,76.96,2025,4,28.63,6.04,79.67
T.Puram,8.51,76.96,2025,5,28.78,10.51,81.87
T.Puram,8.51,76.96,2025,6,27.3,9.46,89.79
T.Puram,8.51,76.96,2025,7,26.55,6.05,90.62
T.Puram,8.51,76.96,2025,8,25.98,3.79,91.48
T.Puram,8.51,76.96,2025,9,26.66,5.66,89.16
T.Puram,8.51,76.96,2025,10,27.12,9.54,86.59
T.Puram,8.51,76.96,2025,11,26.58,7.49,82.94
T.Puram,8.51,76.96,2025,12,25.33,0.18,79.55
Thiruchirapalli,10.8,78.69,1994,1,22.76,0.22,83.03
Thiruchirapalli,10.8,78.69,1994,2,25.23,1.09,74.33
Thiruchirapalli,10.8,78.69,1994,3,28.52,0.07,59.26
Thiruchirapalli,10.8,78.69,1994,4,29.75,3.63,63.18
Thiruchirapalli,10.8,78.69,1994,5,30.62,2.68,62.33
Thiruchirapalli,10.8,78.69,1994,6,29.06,0.39,61.43
Thiruchirapalli,10.8,78.69,1994,7,27.86,2.24,66.13
Thiruchirapalli,10.8,78.69,1994,8,28.82,0.49,61.16
Thiruchirapalli,10.8,78.69,1994,9,28.8,3.24,62.82
Thiruchirapalli,10.8,78.69,1994,10,25.94,6.23,82.83
Thiruchirapalli,10.8,78.69,1994,11,24.28,4.09,86.67
Thiruchirapalli,10.8,78.69,1994,12,22.78,0.97,75.7
Thiruchirapalli,10.8,78.69,1995,1,24.28,0.75,73.12
Thiruchirapalli,10.8,78.69,1995,2,27.06,0.01,61.61
Thiruchirapalli,10.8,78.69,1995,3,29.09,0.2,55.69
Thiruchirapalli,10.8,78.69,1995,4,31.46,0.19,54.0
Thiruchirapalli,10.8,78.69,1995,5,29.29,4.4,66.85
Thiruchirapalli,10.8,78.69,1995,6,28.51,2.16,69.18
Thiruchirapalli,10.8,78.69,1995,7,27.83,2.12,68.51
Thiruchirapalli,10.8,78.69,1995,8,28.24,2.36,69.26
Thiruchirapalli,10.8,78.69,1995,9,28.31,2.43,68.24
Thiruchirapalli,10.8,78.69,1995,10,27.03,3.1,75.67
Thiruchirapalli,10.8,78.69,1995,11,25.4,4.02,79.3
Thiruchirapalli,10.8,78.69,1995,12,23.57,0.22,71.27
Thiruchirapalli,10.8,78.69,1996,1,24.59,0.04,65.55
Thiruchirapalli,10.8,78.69,1996,2,26.63,0.11,60.29
Thiruchirapalli,10.8,78.69,1996,3,29.1,0.03,52.26
Thiruchirapalli,10.8,78.69,1996,4,29.23,4.66,66.82
Thiruchirapalli,10.8,78.69,1996,5,31.23,0.67,58.93
Thiruchirapalli,10.8,78.69,1996,6,28.56,3.68,68.15
Thiruchirapalli,10.8,78.69,1996,7,27.75,0.88,67.94
Thiruchirapalli,10.8,78.69,1996,8,27.63,4.26,69.31
Thiruchirapalli,10.8,78.69,1996,9,26.65,4.15,77.64
Thiruchirapalli,10.8,78.69,1996,10,26.34,2.33,77.66
Thiruchirapalli,10.8,78.69,1996,11,25.69,1.74,74.29
Thiruchirapalli,10.8,78.69,1996,12,22.89,7.31,81.86
Thiruchirapalli,10.8,78.69,1997,1,22.62,0.75,78.42
Thiruchirapalli,10.8,78.69,1997,2,24.93,0.0,65.6
Thiruchirapalli,10.8,78.69,1997,3,29.03,0.18,55.64
Thiruchirapalli,10.8,78.69,1997,4,30.43,1.5,56.53
Thiruchirapalli,10.8,78.69,1997,5,31.53,1.34,54.44
Thiruchirapalli,10.8,78.69,1997,6,30.3,2.11,58.37
Thiruchirapalli,10.8,78.69,1997,7,28.51,1.1,65.46
Thiruchirapalli,10.8,78.69,1997,8,29.36,0.79,60.05
Thiruchirapalli,10.8,78.69,1997,9,28.24,3.3,70.05
Thiruchirapalli,10.8,78.69,1997,10,27.0,5.32,77.77
Thiruchirapalli,10.8,78.69,1997,11,25.28,8.95,89.31
Thiruchirapalli,10.8,78.69,1997,12,24.44,3.43,88.72
Thiruchirapalli,10.8,78.69,1998,1,23.81,0.04,80.24
Thiruchirapalli,10.8,78.69,1998,2,26.98,0.02,65.49
Thiruchirapalli,10.8,78.69,1998,3,30.16,0.02,53.85
Thiruchirapalli,10.8,78.69,1998,4,32.77,0.25,50.36
Thiruchirapalli,10.8,78.69,1998,5,32.37,1.41,55.25
Thiruchirapalli,10.8,78.69,1998,6,30.9,0.36,55.09
Thiruchirapalli,10.8,78.69,1998,7,28.68,1.75,64.83
Thiruchirapalli,10.8,78.69,1998,8,27.55,4.86,75.32
Thiruchirapalli,10.8,78.69,1998,9,27.03,4.18,76.81
Thiruchirapalli,10.8,78.69,1998,10,26.46,2.48,80.09
Thiruchirapalli,10.8,78.69,1998,11,24.99,5.53,83.9
Thiruchirapalli,10.8,78.69,1998,12,23.0,6.01,84.89
Thiruchirapalli,10.8,78.69,1999,1,22.79,0.04,75.93
Thiruchirapalli,10.8,78.69,1999,2,26.07,0.16,68.43
Thiruchirapalli,10.8,78.69,1999,3,29.8,0.04,51.27
Thiruchirapalli,10.8,78.69,1999,4,30.9,1.46,55.12
Thiruchirapalli,10.8,78.69,1999,5,28.93,2.71,66.72
Thiruchirapalli,10.8,78.69,1999,6,28.69,1.27,64.27
Thiruchirapalli,10.8,78.69,1999,7,28.5,0.72,61.4
Thiruchirapalli,10.8,78.69,1999,8,28.79,1.25,62.44
Thiruchirapalli,10.8,78.69,1999,9,29.95,1.53,56.31
Thiruchirapalli,10.8,78.69,1999,10,25.92,7.88,84.42
Thiruchirapalli,10.8,78.69,1999,11,24.29,4.5,83.33
Thiruchirapalli,10.8,78.69,1999,12,22.72,1.49,81.92
Thiruchirapalli,10.8,78.69,2000,1,24.13,0.36,74.45
Thiruchirapalli,10.8,78.69,2000,2,26.84,1.92,68.39
Thiruchirapalli,10.8,78.69,2000,3,28.93,0.02,57.96
Thiruchirapalli,10.8,78.69,2000,4,31.91,0.52,52.69
Thiruchirapalli,10.8,78.69,2000,5,31.24,2.49,55.22
Thiruchirapalli,10.8,78.69,2000,6,28.89,0.5,61.65
Thiruchirapalli,10.8,78.69,2000,7,29.42,3.52,57.15
Thiruchirapalli,10.8,78.69,2000,8,27.54,1.75,69.54
Thiruchirapalli,10.8,78.69,2000,9,27.6,4.85,74.25
Thiruchirapalli,10.8,78.69,2000,10,25.87,4.64,78.61
Thiruchirapalli,10.8,78.69,2000,11,24.79,5.56,80.56
Thiruchirapalli,10.8,78.69,2000,12,22.78,2.39,81.6
Thiruchirapalli,10.8,78.69,2001,1,24.15,0.07,74.92
Thiruchirapalli,10.8,78.69,2001,2,26.82,0.06,61.82
Thiruchirapalli,10.8,78.69,2001,3,30.57,0.02,50.95
Thiruchirapalli,10.8,78.69,2001,4,29.56,3.06,64.33
Thiruchirapalli,10.8,78.69,2001,5,30.54,1.48,61.35
Thiruchirapalli,10.8,78.69,2001,6,29.0,0.84,62.97
Thiruchirapalli,10.8,78.69,2001,7,29.4,3.66,59.52
Thiruchirapalli,10.8,78.69,2001,8,28.44,1.36,67.18
Thiruchirapalli,10.8,78.69,2001,9,27.64,3.86,72.91
Thiruchirapalli,10.8,78.69,2001,10,26.57,3.86,78.92
Thiruchirapalli,10.8,78.69,2001,11,24.78,4.18,84.67
Thiruchirapalli,10.8,78.69,2001,12,23.68,1.13,78.33
Thiruchirapalli,10.8,78.69,2002,1,24.91,0.44,72.54
Thiruchirapalli,10.8,78.69,2002,2,25.23,2.7,72.71
Thiruchirapalli,10.8,78.69,2002,3,29.13,0.05,57.93
Thiruchirapalli,10.8,78.69,2002,4,32.14,0.15,52.15
Thiruchirapalli,10.8,78.69,2002,5,30.57,2.42,63.07
Thiruchirapalli,10.8,78.69,2002,6,28.87,3.19,68.87
Thiruchirapalli,10.8,78.69,2002,7,30.4,0.2,56.16
Thiruchirapalli,10.8,78.69,2002,8,29.53,0.58,56.29
Thiruchirapalli,10.8,78.69,2002,9,29.96,1.62,58.22
Thiruchirapalli,10.8,78.69,2002,10,27.07,5.79,76.94
Thiruchirapalli,10.8,78.69,2002,11,24.98,1.22,81.21
Thiruchirapalli,10.8,78.69,2002,12,23.95,0.84,74.73
Thiruchirapalli,10.8,78.69,2003,1,25.24,0.03,66.58
Thiruchirapalli,10.8,78.69,2003,2,28.24,0.1,59.87
Thiruchirapalli,10.8,78.69,2003,3,29.25,0.71,57.57
Thiruchirapalli,10.8,78.69,2003,4,31.74,0.7,52.33
Thiruchirapalli,10.8,78.69,2003,5,30.52,3.2,63.17
Thiruchirapalli,10.8,78.69,2003,6,29.72,0.58,62.3
Thiruchirapalli,10.8,78.69,2003,7,28.34,2.28,67.24
Thiruchirapalli,10.8,78.69,2003,8,28.04,3.23,70.42
Thiruchirapalli,10.8,78.69,2003,9,28.68,3.22,67.03
Thiruchirapalli,10.8,78.69,2003,10,26.47,5.72,81.73
Thiruchirapalli,10.8,78.69,2003,11,24.26,5.58,86.54
Thiruchirapalli,10.8,78.69,2003,12,23.62,0.15,78.87
Thiruchirapalli,10.8,78.69,2004,1,24.6,0.18,70.49
Thiruchirapalli,10.8,78.69,2004,2,26.46,0.0,59.27
Thiruchirapalli,10.8,78.69,2004,3,29.91,0.05,53.33
Thiruchirapalli,10.8,78.69,2004,4,32.04,0.36,53.1
Thiruchirapalli,10.8,78.69,2004,5,27.94,6.96,76.15
Thiruchirapalli,10.8,78.69,2004,6,28.27,0.55,68.56
Thiruchirapalli,10.8,78.69,2004,7,27.48,3.66,71.35
Thiruchirapalli,10.8,78.69,2004,8,28.61,0.83,64.42
Thiruchirapalli,10.8,78.69,2004,9,26.87,8.66,77.47
Thiruchirapalli,10.8,78.69,2004,10,25.53,6.94,85.34
Thiruchirapalli,10.8,78.69,2004,11,23.92,5.11,88.78
Thiruchirapalli,10.8,78.69,2004,12,22.39,0.47,83.59
Thiruchirapalli,10.8,78.69,2005,1,24.12,0.19,75.16
Thiruchirapalli,10.8,78.69,2005,2,26.2,0.18,64.99
Thiruchirapalli,10.8,78.69,2005,3,29.85,0.57,57.6
