market,latitude,longitude,year,month,temperature_mean,rainfall_monthly,humidity_mean
Bhubaneshwar,20.23,85.83,2000,6,28.73,8.83,82.98
Bhubaneshwar,20.23,85.83,2000,7,28.08,9.76,85.35
Bhubaneshwar,20.23,85.83,2000,8,27.87,6.81,87.56
Bhubaneshwar,20.23,85.83,2000,9,27.71,3.51,86.54
Bhubaneshwar,20.23,85.83,2000,10,27.01,1.98,76.85
Bhubaneshwar,20.23,85.83,2000,11,24.99,0.01,67.27
Bhubaneshwar,20.23,85.83,2000,12,21.72,0.0,57.38
Bhubaneshwar,20.23,85.83,2001,1,21.73,0.0,58.64
Bhubaneshwar,20.23,85.83,2001,2,25.87,0.05,61.01
Bhubaneshwar,20.23,85.83,2001,3,28.99,2.43,62.46
Bhubaneshwar,20.23,85.83,2001,4,30.95,0.47,61.84
Bhubaneshwar,20.23,85.83,2001,5,31.85,2.92,67.32
Bhubaneshwar,20.23,85.83,2001,6,28.7,12.82,81.54
Bhubaneshwar,20.23,85.83,2001,7,27.7,22.61,89.75
Bhubaneshwar,20.23,85.83,2001,8,27.75,10.88,89.49
Bhubaneshwar,20.23,85.83,2001,9,27.75,6.9,86.64
Bhubaneshwar,20.23,85.83,2001,10,27.0,3.31,84.28
Bhubaneshwar,20.23,85.83,2001,11,24.41,1.85,81.38
Bhubaneshwar,20.23,85.83,2001,12,20.11,0.0,67.49
Bhubaneshwar,20.23,85.83,2002,1,21.23,1.36,73.46
Bhubaneshwar,20.23,85.83,2002,2,24.3,0.19,66.9
Bhubaneshwar,20.23,85.83,2002,3,28.58,0.28,65.37
Bhubaneshwar,20.23,85.83,2002,4,30.82,0.32,65.31
Bhubaneshwar,20.23,85.83,2002,5,32.17,3.24,66.2
Bhubaneshwar,20.23,85.83,2002,6,29.9,5.75,79.36
Bhubaneshwar,20.23,85.83,2002,7,28.97,11.51,83.7
Bhubaneshwar,20.23,85.83,2002,8,27.83,11.49,88.18
Bhubaneshwar,20.23,85.83,2002,9,27.4,7.45,88.0
Bhubaneshwar,20.23,85.83,2002,10,26.44,2.25,79.3
Bhubaneshwar,20.23,85.83,2002,11,22.86,0.91,73.76
Bhubaneshwar,20.23,85.83,2002,12,21.75,0.0,65.18
Bhubaneshwar,20.23,85.83,2003,1,20.79,0.0,65.9
Bhubaneshwar,20.23,85.83,2003,2,25.41,0.84,68.46
Bhubaneshwar,20.23,85.83,2003,3,27.99,1.19,64.99
Bhubaneshwar,20.23,85.83,2003,4,31.57,0.09,61.97
Bhubaneshwar,20.23,85.83,2003,5,31.88,3.22,66.43
Bhubaneshwar,20.23,85.83,2003,6,30.17,9.25,77.8
Bhubaneshwar,20.23,85.83,2003,7,28.32,10.36,87.32
Bhubaneshwar,20.23,85.83,2003,8,28.07,13.07,88.25
Bhubaneshwar,20.23,85.83,2003,9,27.63,7.59,88.85
Bhubaneshwar,20.23,85.83,2003,10,27.02,14.07,85.9
Bhubaneshwar,20.23,85.83,2003,11,23.36,0.34,72.57
Bhubaneshwar,20.23,85.83,2003,12,20.14,0.96,75.36
Bhubaneshwar,20.23,85.83,2004,1,19.98,0.32,73.69
Bhubaneshwar,20.23,85.83,2004,2,23.02,0.09,64.04
Bhubaneshwar,20.23,85.83,2004,3,28.35,0.12,60.84
Bhubaneshwar,20.23,85.83,2004,4,30.98,2.43,64.21
Bhubaneshwar,20.23,85.83,2004,5,31.56,1.31,67.32
Bhubaneshwar,20.23,85.83,2004,6,30.24,4.34,74.18
Bhubaneshwar,20.23,85.83,2004,7,28.57,6.82,83.11
Bhubaneshwar,20.23,85.83,2004,8,27.99,8.98,87.4
Bhubaneshwar,20.23,85.83,2004,9,27.77,3.68,86.22
Bhubaneshwar,20.23,85.83,2004,10,26.18,6.34,81.22
Bhubaneshwar,20.23,85.83,2004,11,23.29,0.0,68.58
Bhubaneshwar,20.23,85.83,2004,12,21.63,0.0,67.52
Bhubaneshwar,20.23,85.83,2005,1,22.52,0.51,66.56
Bhubaneshwar,20.23,85.83,2005,2,26.11,0.08,61.12
Bhubaneshwar,20.23,85.83,2005,3,28.78,1.5,64.79
Bhubaneshwar,20.23,85.83,2005,4,30.82,1.08,64.35
Bhubaneshwar,20.23,85.83,2005,5,31.81,2.3,67.25
Bhubaneshwar,20.23,85.83,2005,6,31.01,4.92,72.35
Bhubaneshwar,20.23,85.83,2005,7,28.45,9.51,83.88
Bhubaneshwar,20.23,85.83,2005,8,28.06,7.14,86.75
Bhubaneshwar,20.23,85.83,2005,9,27.71,17.62,88.77
Bhubaneshwar,20.23,85.83,2005,10,26.59,8.8,88.02
Bhubaneshwar,20.23,85.83,2005,11,22.08,0.38,73.55
Bhubaneshwar,20.23,85.83,2005,12,19.74,0.15,73.7
Bhubaneshwar,20.23,85.83,2006,1,20.62,0.0,65.19
Bhubaneshwar,20.23,85.83,2006,2,24.76,0.0,62.22
Bhubaneshwar,20.23,85.83,2006,3,28.43,0.81,61.13
Bhubaneshwar,20.23,85.83,2006,4,30.77,0.52,63.56
Bhubaneshwar,20.23,85.83,2006,5,30.73,3.06,71.0
Bhubaneshwar,20.23,85.83,2006,6,28.97,7.99,84.0
Bhubaneshwar,20.23,85.83,2006,7,28.33,11.98,86.43
Bhubaneshwar,20.23,85.83,2006,8,27.65,19.62,89.2
Bhubaneshwar,20.23,85.83,2006,9,27.6,10.99,87.88
Bhubaneshwar,20.23,85.83,2006,10,26.96,2.44,77.81
Bhubaneshwar,20.23,85.83,2006,11,24.08,0.46,78.33
Bhubaneshwar,20.23,85.83,2006,12,21.44,0.0,68.19
Bhubaneshwar,20.23,85.83,2007,1,21.72,0.02,65.28
Bhubaneshwar,20.23,85.83,2007,2,24.22,2.7,67.89
Bhubaneshwar,20.23,85.83,2007,3,27.73,0.03,64.99
Bhubaneshwar,20.23,85.83,2007,4,30.35,1.14,65.89
Bhubaneshwar,20.23,85.83,2007,5,31.61,2.73,66.77
Bhubaneshwar,20.23,85.83,2007,6,29.93,5.7,79.74
Bhubaneshwar,20.23,85.83,2007,7,28.45,6.91,85.15
Bhubaneshwar,20.23,85.83,2007,8,27.9,12.76,86.76
Bhubaneshwar,20.23,85.83,2007,9,27.76,18.2,89.32
Bhubaneshwar,20.23,85.83,2007,10,26.03,3.27,80.09
Bhubaneshwar,20.23,85.83,2007,11,23.5,0.35,77.42
Bhubaneshwar,20.23,85.83,2007,12,20.42,0.0,71.04
Bhubaneshwar,20.23,85.83,2008,1,20.79,1.16,68.78
Bhubaneshwar,20.23,85.83,2008,2,22.89,1.66,70.53
Bhubaneshwar,20.23,85.83,2008,3,27.81,0.42,64.91
Bhubaneshwar,20.23,85.83,2008,4,30.13,1.43,64.85
Bhubaneshwar,20.23,85.83,2008,5,31.46,3.98,67.93
Bhubaneshwar,20.23,85.83,2008,6,28.49,12.1,83.71
Bhubaneshwar,20.23,85.83,2008,7,27.95,7.99,88.0
Bhubaneshwar,20.23,85.83,2008,8,28.02,11.69,88.05
Bhubaneshwar,20.23,85.83,2008,9,27.32,16.89,87.96
Bhubaneshwar,20.23,85.83,2008,10,26.73,1.16,79.5
Bhubaneshwar,20.23,85.83,2008,11,24.0,0.13,76.15
Bhubaneshwar,20.23,85.83,2008,12,22.51,0.0,70.52
Bhubaneshwar,20.23,85.83,2009,1,22.92,0.0,67.76
Bhubaneshwar,20.23,85.83,2009,2,26.39,0.0,59.97
Bhubaneshwar,20.23,85.83,2009,3,28.94,0.08,55.9
Bhubaneshwar,20.23,85.83,2009,4,31.68,0.02,58.37
Bhubaneshwar,20.23,85.83,2009,5,31.29,2.74,68.86
Bhubaneshwar,20.23,85.83,2009,6,31.18,3.1,70.91
Bhubaneshwar,20.23,85.83,2009,7,28.44,13.93,85.9
Bhubaneshwar,20.23,85.83,2009,8,28.08,10.94,87.46
Bhubaneshwar,20.23,85.83,2009,9,28.22,6.98,86.25
Bhubaneshwar,20.23,85.83,2009,10,26.05,3.45,75.43
Bhubaneshwar,20.23,85.83,2009,11,24.11,0.92,77.1
Bhubaneshwar,20.23,85.83,2009,12,21.57,0.0,66.48
Bhubaneshwar,20.23,85.83,2010,1,20.9,0.13,61.75
Bhubaneshwar,20.23,85.83,2010,2,25.43,0.03,59.44
Bhubaneshwar,20.23,85.83,2010,3,29.94,0.16,61.22
Bhubaneshwar,20.23,85.83,2010,4,32.13,0.12,62.27
Bhubaneshwar,20.23,85.83,2010,5,31.02,6.19,73.6
Bhubaneshwar,20.23,85.83,2010,6,29.89,7.13,81.73
Bhubaneshwar,20.23,85.83,2010,7,28.44,8.37,85.35
Bhubaneshwar,20.23,85.83,2010,8,28.25,9.29,85.49
Bhubaneshwar,20.23,85.83,2010,9,28.16,9.56,84.98
Bhubaneshwar,20.23,85.83,2010,10,26.99,5.85,83.83
Bhubaneshwar,20.23,85.83,2010,11,25.44,1.52,79.37
Bhubaneshwar,20.23,85.83,2010,12,20.87,1.48,71.77
Bhubaneshwar,20.23,85.83,2011,1,20.11,0.01,66.55
Bhubaneshwar,20.23,85.83,2011,2,24.04,1.6,67.07
Bhubaneshwar,20.23,85.83,2011,3,28.0,0.06,63.6
Bhubaneshwar,20.23,85.83,2011,4,29.77,1.05,64.32
Bhubaneshwar,20.23,85.83,2011,5,31.22,4.37,70.85
Bhubaneshwar,20.23,85.83,2011,6,29.58,7.58,80.44
Bhubaneshwar,20.23,85.83,2011,7,28.22,10.94,85.23
Bhubaneshwar,20.23,85.83,2011,8,27.87,13.9,88.46
Bhubaneshwar,20.23,85.83,2011,9,27.73,9.85,86.81
Bhubaneshwar,20.23,85.83,2011,10,27.1,0.88,77.77
Bhubaneshwar,20.23,85.83,2011,11,23.8,0.0,71.5
Bhubaneshwar,20.23,85.83,2011,12,21.32,0.17,67.36
Bhubaneshwar,20.23,85.83,2012,1,22.03,1.15,69.66
Bhubaneshwar,20.23,85.83,2012,2,25.04,0.03,58.84
Bhubaneshwar,20.23,85.83,2012,3,28.92,0.0,59.63
Bhubaneshwar,20.23,85.83,2012,4,30.99,2.69,63.59
Bhubaneshwar,20.23,85.83,2012,5,31.46,0.84,69.19
Bhubaneshwar,20.23,85.83,2012,6,30.85,6.78,73.16
Bhubaneshwar,20.23,85.83,2012,7,28.14,14.11,86.93
Bhubaneshwar,20.23,85.83,2012,8,27.68,7.98,88.2
Bhubaneshwar,20.23,85.83,2012,9,27.93,5.46,85.03
Bhubaneshwar,20.23,85.83,2012,10,26.0,1.81,77.43
Bhubaneshwar,20.23,85.83,2012,11,22.9,4.46,77.6
Bhubaneshwar,20.23,85.83,2012,12,20.64,0.07,68.32
Bhubaneshwar,20.23,85.83,2013,1,21.19,0.02,64.86
Bhubaneshwar,20.23,85.83,2013,2,24.57,0.16,56.92
Bhubaneshwar,20.23,85.83,2013,3,28.65,0.05,56.49
Bhubaneshwar,20.23,85.83,2013,4,30.87,1.71,61.43
Bhubaneshwar,20.23,85.83,2013,5,31.61,1.93,69.24
Bhubaneshwar,20.23,85.83,2013,6,29.58,8.62,78.2
Bhubaneshwar,20.23,85.83,2013,7,28.53,6.96,83.7
Bhubaneshwar,20.23,85.83,2013,8,28.23,4.76,83.34
Bhubaneshwar,20.23,85.83,2013,9,28.0,10.54,84.32
Bhubaneshwar,20.23,85.83,2013,10,26.74,18.98,85.51
Bhubaneshwar,20.23,85.83,2013,11,23.17,0.14,77.91
Bhubaneshwar,20.23,85.83,2013,12,20.58,0.0,73.77
Bhubaneshwar,20.23,85.83,2014,1,21.27,0.0,70.77
Bhubaneshwar,20.23,85.83,2014,2,23.37,0.91,67.16
Bhubaneshwar,20.23,85.83,2014,3,27.8,1.6,63.77
Bhubaneshwar,20.23,85.83,2014,4,31.6,0.28,57.22
Bhubaneshwar,20.23,85.83,2014,5,31.53,5.82,66.97
Bhubaneshwar,20.23,85.83,2014,6,30.72,3.93,76.96
Bhubaneshwar,20.23,85.83,2014,7,28.96,12.81,84.11
Bhubaneshwar,20.23,85.83,2014,8,28.15,9.1,86.75
Bhubaneshwar,20.23,85.83,2014,9,27.96,10.47,84.06
Bhubaneshwar,20.23,85.83,2014,10,26.88,4.02,78.06
Bhubaneshwar,20.23,85.83,2014,11,23.2,0.01,72.23
Bhubaneshwar,20.23,85.83,2014,12,19.7,0.74,67.89
Bhubaneshwar,20.23,85.83,2015,1,20.7,0.68,66.81
Bhubaneshwar,20.23,85.83,2015,2,24.15,0.64,62.35
Bhubaneshwar,20.23,85.83,2015,3,28.0,0.93,60.77
Bhubaneshwar,20.23,85.83,2015,4,29.91,4.81,65.79
Bhubaneshwar,20.23,85.83,2015,5,30.84,0.91,72.17
Bhubaneshwar,20.23,85.83,2015,6,29.83,4.51,76.25
Bhubaneshwar,20.23,85.83,2015,7,28.65,8.2,83.57
Bhubaneshwar,20.23,85.83,2015,8,28.62,8.02,84.21
Bhubaneshwar,20.23,85.83,2015,9,28.19,4.56,83.92
Bhubaneshwar,20.23,85.83,2015,10,27.58,2.18,73.73
Bhubaneshwar,20.23,85.83,2015,11,24.9,0.33,69.86
Bhubaneshwar,20.23,85.83,2015,12,23.46,1.48,67.57
Bhubaneshwar,20.23,85.83,2016,1,22.57,1.5,62.53
Bhubaneshwar,20.23,85.83,2016,2,26.44,0.4,67.28
Bhubaneshwar,20.23,85.83,2016,3,29.12,0.4,61.34
Bhubaneshwar,20.23,85.83,2016,4,32.26,0.2,59.82
Bhubaneshwar,20.23,85.83,2016,5,31.79,4.75,66.26
Bhubaneshwar,20.23,85.83,2016,6,29.41,6.94,80.38
Bhubaneshwar,20.23,85.83,2016,7,28.51,8.47,84.55
Bhubaneshwar,20.23,85.83,2016,8,28.17,11.65,85.85
Bhubaneshwar,20.23,85.83,2016,9,27.8,8.5,87.13
Bhubaneshwar,20.23,85.83,2016,10,26.34,2.64,79.21
Bhubaneshwar,20.23,85.83,2016,11,22.16,2.33,76.68
Bhubaneshwar,20.23,85.83,2016,12,20.43,0.0,72.12
Bhubaneshwar,20.23,85.83,2017,1,21.38,0.01,65.19
Bhubaneshwar,20.23,85.83,2017,2,24.87,0.0,65.97
Bhubaneshwar,20.23,85.83,2017,3,27.89,2.11,67.43
Bhubaneshwar,20.23,85.83,2017,4,30.29,0.74,69.22
Bhubaneshwar,20.23,85.83,2017,5,31.49,1.82,68.22
Bhubaneshwar,20.23,85.83,2017,6,30.09,6.97,76.72
Bhubaneshwar,20.23,85.83,2017,7,28.55,13.55,85.67
Bhubaneshwar,20.23,85.83,2017,8,28.23,9.9,86.04
Bhubaneshwar,20.23,85.83,2017,9,28.13,7.4,85.82
Bhubaneshwar,20.23,85.83,2017,10,27.28,9.34,81.73
Bhubaneshwar,20.23,85.83,2017,11,23.19,3.78,78.47
Bhubaneshwar,20.23,85.83,2017,12,20.09,1.28,75.53
Bhubaneshwar,20.23,85.83,2018,1,19.05,0.0,64.43
Bhubaneshwar,20.23,85.83,2018,2,23.43,0.0,64.41
Bhubaneshwar,20.23,85.83,2018,3,28.27,0.09,62.29
Bhubaneshwar,20.23,85.83,2018,4,29.86,3.86,67.98
Bhubaneshwar,20.23,85.83,2018,5,30.0,4.47,75.86
Bhubaneshwar,20.23,85.83,2018,6,30.02,6.95,77.42
Bhubaneshwar,20.23,85.83,2018,7,28.58,19.02,84.92
Bhubaneshwar,20.23,85.83,2018,8,28.27,12.17,85.74
Bhubaneshwar,20.23,85.83,2018,9,27.97,10.6,84.58
Bhubaneshwar,20.23,85.83,2018,10,26.76,6.33,76.52
Bhubaneshwar,20.23,85.83,2018,11,24.31,0.01,73.17
Bhubaneshwar,20.23,85.83,2018,12,20.29,1.47,70.98
Bhubaneshwar,20.23,85.83,2019,1,19.57,0.0,66.98
Bhubaneshwar,20.23,85.83,2019,2,24.01,0.52,63.12
Bhubaneshwar,20.23,85.83,2019,3,28.32,0.53,65.97
Bhubaneshwar,20.23,85.83,2019,4,30.98,1.38,63.1
Bhubaneshwar,20.23,85.83,2019,5,30.56,7.26,74.63
Bhubaneshwar,20.23,85.83,2019,6,30.46,5.49,77.74
Bhubaneshwar,20.23,85.83,2019,7,28.81,10.54,83.7
Bhubaneshwar,20.23,85.83,2019,8,28.31,10.87,86.31
Bhubaneshwar,20.23,85.83,2019,9,27.88,12.15,87.41
Bhubaneshwar,20.23,85.83,2019,10,27.11,11.28,83.42
Bhubaneshwar,20.23,85.83,2019,11,23.82,0.73,79.93
Bhubaneshwar,20.23,85.83,2019,12,20.43,0.09,77.3
Bhubaneshwar,20.23,85.83,2020,1,19.84,0.41,75.58
Bhubaneshwar,20.23,85.83,2020,2,21.75,1.96,68.74
Bhubaneshwar,20.23,85.83,2020,3,27.2,2.28,67.99
Bhubaneshwar,20.23,85.83,2020,4,30.43,3.29,63.23
Bhubaneshwar,20.23,85.83,2020,5,30.76,4.74,69.86
Bhubaneshwar,20.23,85.83,2020,6,29.36,7.2,81.53
Bhubaneshwar,20.23,85.83,2020,7,28.94,4.24,82.74
Bhubaneshwar,20.23,85.83,2020,8,28.43,13.08,86.63
Bhubaneshwar,20.23,85.83,2020,9,28.48,5.08,84.57
Bhubaneshwar,20.23,85.83,2020,10,27.17,7.68,85.36
Bhubaneshwar,20.23,85.83,2020,11,23.79,0.3,79.25
Bhubaneshwar,20.23,85.83,2020,12,20.67,0.0,70.09
Bhubaneshwar,20.23,85.83,2021,1,21.86,0.0,69.85
Bhubaneshwar,20.23,85.83,2021,2,23.97,0.01,56.19
Bhubaneshwar,20.23,85.83,2021,3,29.22,0.17,55.41
Bhubaneshwar,20.23,85.83,2021,4,30.68,1.04,61.24
Bhubaneshwar,20.23,85.83,2021,5,30.88,5.93,69.69
Bhubaneshwar,20.23,85.83,2021,6,29.45,6.73,80.17
Bhubaneshwar,20.23,85.83,2021,7,28.68,7.69,84.51
Bhubaneshwar,20.23,85.83,2021,8,28.64,5.94,84.9
Bhubaneshwar,20.23,85.83,2021,9,27.8,14.61,86.92
Bhubaneshwar,20.23,85.83,2021,10,27.32,5.33,83.04
Bhubaneshwar,20.23,85.83,2021,11,24.25,4.04,83.89
Bhubaneshwar,20.23,85.83,2021,12,20.79,3.28,80.35
Bhubaneshwar,20.23,85.83,2022,1,19.83,1.29,75.1
Bhubaneshwar,20.23,85.83,2022,2,22.22,0.63,68.14
Bhubaneshwar,20.23,85.83,2022,3,28.01,0.0,64.63
Bhubaneshwar,20.23,85.83,2022,4,30.67,0.06,67.03
Bhubaneshwar,20.23,85.83,2022,5,31.27,3.21,68.68
Bhubaneshwar,20.23,85.83,2022,6,30.23,2.64,75.43
Bhubaneshwar,20.23,85.83,2022,7,28.59,11.05,84.48
Bhubaneshwar,20.23,85.83,2022,8,28.22,11.03,85.8
Bhubaneshwar,20.23,85.83,2022,9,28.09,8.14,85.99
Bhubaneshwar,20.23,85.83,2022,10,26.48,6.0,81.74
Bhubaneshwar,20.23,85.83,2022,11,22.78,0.0,73.3
Bhubaneshwar,20.23,85.83,2022,12,21.61,0.04,71.52
Bhubaneshwar,20.23,85.83,2023,1,21.85,0.0,68.43
Bhubaneshwar,20.23,85.83,2023,2,24.73,0.0,55.97
Bhubaneshwar,20.23,85.83,2023,3,28.07,2.4,60.78
Bhubaneshwar,20.23,85.83,2023,4,31.04,1.92,58.14
Bhubaneshwar,20.23,85.83,2023,5,31.94,1.7,62.51
Bhubaneshwar,20.23,85.83,2023,6,31.25,5.72,71.86
Bhubaneshwar,20.23,85.83,2023,7,29.22,9.14,82.6
Bhubaneshwar,20.23,85.83,2023,8,28.63,8.59,84.12
Bhubaneshwar,20.23,85.83,2023,9,28.28,11.52,86.08
Bhubaneshwar,20.23,85.83,2023,10,26.62,1.93,78.48
Bhubaneshwar,20.23,85.83,2023,11,23.72,0.42,77.37
Bhubaneshwar,20.23,85.83,2023,12,20.62,0.78,73.4
Bhubaneshwar,20.23,85.83,2024,1,20.99,0.82,70.31
Bhubaneshwar,20.23,85.83,2024,2,24.92,0.33,61.61
Bhubaneshwar,20.23,85.83,2024,3,28.46,1.5,61.91
Bhubaneshwar,20.23,85.83,2024,4,32.9,0.5,52.95
Bhubaneshwar,20.23,85.83,2024,5,31.85,3.99,67.42
Bhubaneshwar,20.23,85.83,2024,6,30.58,6.73,75.84
Bhubaneshwar,20.23,85.83,2024,7,29.02,9.22,84.68
Bhubaneshwar,20.23,85.83,2024,8,28.41,8.82,87.85
Bhubaneshwar,20.23,85.83,2024,9,28.45,9.53,86.5
Bhubaneshwar,20.23,85.83,2024,10,27.83,3.31,83.27
Bhubaneshwar,20.23,85.83,2024,11,23.73,0.27,77.68
Bhubaneshwar,20.23,85.83,2024,12,21.55,2.64,79.25
Bhubaneshwar,20.23,85.83,2025,1,20.61,0.0,71.83
Bhubaneshwar,20.23,85.83,2025,2,25.6,0.55,65.07
Bhubaneshwar,20.23,85.83,2025,3,28.52,1.13,60.47
Bhubaneshwar,20.23,85.83,2025,4,30.1,3.21,68.1
Bhubaneshwar,20.23,85.83,2025,5,30.48,4.84,71.94
Bhubaneshwar,20.23,85.83,2025,6,29.83,6.76,78.16
Bhubaneshwar,20.23,85.83,2025,7,28.88,7.85,84.36
Bhubaneshwar,20.23,85.83,2025,8,28.48,6.69,85.37
Bhubaneshwar,20.23,85.83,2025,9,28.2,6.5,85.33
Bhubaneshwar,20.23,85.83,2025,10,27.24,6.63,84.71
Bhubaneshwar,20.23,85.83,2025,11,22.27,0.3,77.04
Bhubaneshwar,20.23,85.83,2025,12,19.09,0.02,75.0
Chandigarh,30.73,76.79,1994,1,14.88,0.89,39.31
Chandigarh,30.73,76.79,1994,2,15.88,1.37,36.83
Chandigarh,30.73,76.79,1994,3,23.6,0.06,27.07
Chandigarh,30.73,76.79,1994,4,26.39,0.86,24.76
Chandigarh,30.73,76.79,1994,5,33.99,0.43,17.55
Chandigarh,30.73,76.79,1994,6,35.32,3.19,27.3
Chandigarh,30.73,76.79,1994,7,29.89,14.13,71.78
Chandigarh,30.73,76.79,1994,8,27.68,13.67,84.59
Chandigarh,30.73,76.79,1994,9,25.04,1.99,74.41
Chandigarh,30.73,76.79,1994,10,22.33,0.02,49.64
Chandigarh,30.73,76.79,1994,11,19.23,0.0,40.06
Chandigarh,30.73,76.79,1994,12,14.79,0.14,37.41
Chandigarh,30.73,76.79,1995,1,12.14,1.16,45.08
Chandigarh,30.73,76.79,1995,2,15.66,2.14,43.48
Chandigarh,30.73,76.79,1995,3,20.28,0.98,37.92
Chandigarh,30.73,76.79,1995,4,26.01,0.65,30.28
Chandigarh,30.73,76.79,1995,5,33.6,0.0,16.58
Chandigarh,30.73,76.79,1995,6,35.7,3.31,26.15
Chandigarh,30.73,76.79,1995,7,32.51,5.76,53.85
Chandigarh,30.73,76.79,1995,8,27.73,11.99,82.52
Chandigarh,30.73,76.79,1995,9,25.89,4.6,73.89
Chandigarh,30.73,76.79,1995,10,23.53,0.04,49.65
Chandigarh,30.73,76.79,1995,11,18.71,0.07,35.01
Chandigarh,30.73,76.79,1995,12,15.06,0.1,38.21
Chandigarh,30.73,76.79,1996,1,13.4,1.72,39.72
Chandigarh,30.73,76.79,1996,2,16.53,2.35,43.96
Chandigarh,30.73,76.79,1996,3,21.69,0.81,41.35
Chandigarh,30.73,76.79,1996,4,27.53,0.65,24.91
Chandigarh,30.73,76.79,1996,5,31.89,0.98,21.34
Chandigarh,30.73,76.79,1996,6,33.32,7.64,41.3
Chandigarh,30.73,76.79,1996,7,31.37,4.58,58.75
Chandigarh,30.73,76.79,1996,8,27.83,10.4,79.54
Chandigarh,30.73,76.79,1996,9,25.93,5.76,74.79
Chandigarh,30.73,76.79,1996,10,22.02,1.39,56.49
Chandigarh,30.73,76.79,1996,11,17.9,0.0,35.67
Chandigarh,30.73,76.79,1996,12,14.18,0.02,31.82
Chandigarh,30.73,76.79,1997,1,12.75,0.45,35.56
Chandigarh,30.73,76.79,1997,2,15.78,0.29,30.75
Chandigarh,30.73,76.79,1997,3,21.41,0.81,30.76
Chandigarh,30.73,76.79,1997,4,25.39,2.04,35.59
Chandigarh,30.73,76.79,1997,5,29.94,2.19,29.01
Chandigarh,30.73,76.79,1997,6,32.99,3.67,39.19
Chandigarh,30.73,76.79,1997,7,31.94,6.04,58.12
Chandigarh,30.73,76.79,1997,8,28.15,10.67,74.69
Chandigarh,30.73,76.79,1997,9,27.08,1.5,63.56
Chandigarh,30.73,76.79,1997,10,22.69,0.75,53.96
Chandigarh,30.73,76.79,1997,11,18.79,0.96,46.36
Chandigarh,30.73,76.79,1997,12,13.36,1.31,55.28
Chandigarh,30.73,76.79,1998,1,12.56,0.04,42.47
Chandigarh,30.73,76.79,1998,2,15.55,1.24,44.81
Chandigarh,30.73,76.79,1998,3,19.39,1.14,38.63
Chandigarh,30.73,76.79,1998,4,28.28,0.47,25.7
Chandigarh,30.73,76.79,1998,5,33.73,0.69,19.56
Chandigarh,30.73,76.79,1998,6,33.56,3.63,34.8
Chandigarh,30.73,76.79,1998,7,30.24,8.88,70.98
Chandigarh,30.73,76.79,1998,8,28.66,9.15,78.07
Chandigarh,30.73,76.79,1998,9,27.69,4.26,71.93
Chandigarh,30.73,76.79,1998,10,23.85,2.67,56.82
Chandigarh,30.73,76.79,1998,11,19.4,0.03,40.94
Chandigarh,30.73,76.79,1998,12,15.16,0.0,34.43
Chandigarh,30.73,76.79,1999,1,13.2,1.4,48.57
Chandigarh,30.73,76.79,1999,2,17.56,0.06,39.18
Chandigarh,30.73,76.79,1999,3,23.12,0.03,22.32
Chandigarh,30.73,76.79,1999,4,30.15,0.0,9.08
Chandigarh,30.73,76.79,1999,5,34.14,0.15,16.96
Chandigarh,30.73,76.79,1999,6,34.14,3.09,31.47
Chandigarh,30.73,76.79,1999,7,32.87,5.28,50.66
Chandigarh,30.73,76.79,1999,8,30.33,3.42,59.54
Chandigarh,30.73,76.79,1999,9,29.42,3.59,56.81
Chandigarh,30.73,76.79,1999,10,24.66,0.52,35.28
Chandigarh,30.73,76.79,1999,11,20.03,0.04,25.03
Chandigarh,30.73,76.79,1999,12,15.82,0.0,18.74
Chandigarh,30.73,76.79,2000,1,14.25,0.95,34.45
Chandigarh,30.73,76.79,2000,2,14.22,0.93,40.46
Chandigarh,30.73,76.79,2000,3,21.06,0.4,23.33
Chandigarh,30.73,76.79,2000,4,30.42,0.09,11.82
Chandigarh,30.73,76.79,2000,5,34.68,1.03,23.97
Chandigarh,30.73,76.79,2000,6,32.36,6.6,46.8
Chandigarh,30.73,76.79,2000,7,29.6,10.82,70.59
Chandigarh,30.73,76.79,2000,8,29.41,3.18,69.5
Chandigarh,30.73,76.79,2000,9,28.28,2.92,53.56
Chandigarh,30.73,76.79,2000,10,25.02,0.0,31.8
Chandigarh,30.73,76.79,2000,11,20.07,0.03,29.55
Chandigarh,30.73,76.79,2000,12,16.15,0.17,21.51
Chandigarh,30.73,76.79,2001,1,13.15,0.88,35.64
Chandigarh,30.73,76.79,2001,2,17.34,0.15,26.25
Chandigarh,30.73,76.79,2001,3,22.6,0.33,19.15
Chandigarh,30.73,76.79,2001,4,28.0,1.32,26.91
Chandigarh,30.73,76.79,2001,5,33.13,2.39,29.21
Chandigarh,30.73,76.79,2001,6,32.05,5.61,50.91
Chandigarh,30.73,76.79,2001,7,29.57,8.68,73.46
Chandigarh,30.73,76.79,2001,8,28.7,7.67,74.23
Chandigarh,30.73,76.79,2001,9,28.06,1.5,54.4
Chandigarh,30.73,76.79,2001,10,25.28,0.03,35.04
Chandigarh,30.73,76.79,2001,11,20.01,0.02,27.89
Chandigarh,30.73,76.79,2001,12,15.96,0.31,30.15
Chandigarh,30.73,76.79,2002,1,13.95,0.51,38.1
Chandigarh,30.73,76.79,2002,2,15.75,2.32,41.41
Chandigarh,30.73,76.79,2002,3,22.31,0.74,32.92
Chandigarh,30.73,76.79,2002,4,29.62,0.69,19.23
